station_id,latitude,longitude,elevation,state,name,additional_info
USW00014808,44.45,-83.4,188.1,MI,OSCODA WURTSMITH AP,
USW00014812,41.2833,-80.2,394.1,PA,MERCER WB AP,
USW00014813,41.0372,-81.4633,318.2,OH,AKRON FULTON INTL AP,
USW00014815,42.3119,-85.2414,282.5,MI,BATTLE CREEK KELLOGG AP,
USW00014816,41.2333,-89.6167,242.0,IL,BRADFORD FAA AP,
USW00014819,41.7842,-87.7553,185.9,IL,CHICAGO MIDWAY AP,
USW00014821,39.9906,-82.8769,246.9,OH,JOHN GLENN INTL AP,
USW00014822,42.4072,-83.0089,189.9,MI,DETROIT CITY AP,
USW00014823,40.6833,-80.6333,355.1,OH,EAST LIVERPOOL WB AP,
USW00014825,41.0136,-83.6681,246.6,OH,FINDLAY AP,
USW00014827,40.9725,-85.2064,242.9,IN,FT WAYNE INTL AP,
USW00014829,41.5264,-85.7872,251.2,IN,GOSHEN MUNI AP,
USW00014830,42.9,-85.6667,213.1,MI,GRAND RAPIDS WB AP,
USW00014835,40.4122,-86.9475,181.7,IN,LAFAYETTE PURDUE UNIV AP,
USW00014836,42.7761,-84.5997,261.2,MI,LANSING CAPITAL CITY AP,
USW00014837,43.1406,-89.3453,261.8,WI,MADISON DANE CO RGNL AP,
USW00014839,42.955,-87.9044,203.3,WI,MILWAUKEE MITCHELL AP,
USW00014840,43.1711,-86.2369,190.2,MI,MUSKEGON CO AP,
USW00014841,45.5644,-84.7928,215.2,MI,PELLSTON RGNL AP,
USW00014843,41.7833,-81.1,210.9,OH,PERRY CAA AP,
USW00014844,42.35,-89.05,225.9,IL,ROCKFORD CAA AP,
USW00014845,43.5281,-84.0814,201.8,MI,SAGINAW MBS INTL AP,
USW00014848,41.7072,-86.3164,235.3,IN,S BEND AP,
USW00014849,41.5667,-83.4667,193.9,OH,TOLEDO WB AP,
USW00014850,44.7389,-85.5678,185.3,MI,TRAVERSE CY CHERRY CAPITAL AP,
USW00014852,41.2547,-80.6736,355.7,OH,YOUNGSTOWN-WARREN RGNL AP,
USW00014853,42.2367,-83.5264,215.8,MI,DETROIT WILLOW RUN AP,
USW00014858,47.1658,-88.4808,324.0,MI,HANCOCK HOUGHTON CO AP,
USW00014860,42.0803,-80.1822,222.2,PA,ERIE INTL AP,
USW00014880,42.4256,-87.8633,216.4,IL,CHICAGO WAUKEGAN RGNL AP,
USW00014891,40.8203,-82.5178,392.9,OH,MANSFIELD LAHM RGNL AP,
USW00014894,40.17,-80.6442,364.2,WV,WHEELING OHIO CO AP,
USW00014895,40.9181,-81.4433,368.8,OH,AKRON CANTON AP,
USW00014905,40.7333,-99.0,649.2,NE,KEARNEY MUNI AP,
USW00014914,46.9242,-96.812,272.8,ND,FARGO HECTOR INTL AP,
USW00014916,47.9428,-97.1831,255.4,ND,GRAND FORKS INTL AP,
USW00014918,48.5594,-93.3956,352.7,MN,INTL FALLS INTL AP,
USW00014919,46.9258,-98.6703,455.7,ND,JAMESTOWN MUNI AP,
USW00014920,43.8792,-91.2531,198.1,WI,LA CROSSE MUNI AP,
USW00014921,43.2111,-90.1875,217.9,WI,LONE ROCK TRI CO AP,
USW00014922,44.8853,-93.2314,254.5,MN,MINNEAPOLIS-ST PAUL INTL AP,GSN
USW00014923,41.4481,-90.5236,175.6,IL,MOLINE QUAD CITY INTL AP,
USW00014925,43.9039,-92.4919,398.1,MN,ROCHESTER INTL AP,
USW00014926,45.5442,-94.0517,310.3,MN,ST CLOUD RGNL AP,
USW00014927,44.9322,-93.0558,213.4,MN,ST PAUL DWTN AP,
USW00014928,45.1167,-95.0833,345.0,MN,WILLMAR AP,
USW00014930,41.45,-95.0667,353.0,IA,ATLANTIC CAA AP,
USW00014931,40.7728,-91.1256,208.2,IA,BURLINGTON MUNI AP,
USW00014933,41.5339,-93.6531,286.2,IA,DES MOINES INTL AP,GSN
USW00014935,40.9614,-98.3131,561.7,NE,GRAND IS CNTRL NE RGNL AP,
USW00014936,44.3792,-98.2228,390.8,SD,HURON RGNL AP,GSN
USW00014937,41.6394,-91.5444,198.7,IA,IOWA CITY MUNI AP,
USW00014938,40.0967,-92.5469,291.4,MO,KIRKSVILLE RGNL AP,
USW00014939,40.8478,-96.7647,356.6,NE,LINCOLN AP,
USW00014940,43.1544,-93.3261,362.1,IA,MASON CITY MUNI AP,
USW00014941,41.98,-97.4336,476.1,NE,NORFOLK KARL STEFAN MEM AP,GSN
USW00014943,42.3917,-96.3794,332.8,IA,SIOUX CITY AP,
USW00014946,44.9044,-97.1494,530.7,SD,WATERTOWN RGNL AP,
USW00014950,41.1008,-92.4444,254.2,IA,OTTUMWA IND AP,
USW00014954,44.2167,-93.9167,311.2,MN,MANKATO MUNI AP,
USW00014966,43.0725,-92.6108,342.9,IA,NE IOWA RGNL AP,
USW00014972,43.1683,-95.21,407.5,IA,SPENCER MUNI AP,
USW00014990,41.8831,-91.7247,256.0,IA,CEDAR RAPIDS MUNI AP,
USW00014991,44.8667,-91.4881,269.4,WI,CHIPPEWA VALLEY RGNL AP,
USW00014992,44.5483,-95.0806,312.7,MN,REDWOOD FALLS MUNI AP,
USW00021504,19.7192,-155.0489,8.8,HI,HILO INTL AP 87,GSN
USW00021510,19.7378,-156.0481,11.3,HI,KAILUA KONA KE-AHOLE AP,
USW00022010,29.3783,-100.9269,305.7,TX,DEL RIO INTL AP,
USW00022516,20.8886,-156.4344,14.0,HI,KAHULUI AP,
USW00022521,21.3239,-157.9394,1.8,HI,HONOLULU INTL AP,
USW00022534,21.1544,-157.0961,134.1,HI,MOLOKAI KAUNAKAKAI MOLOKAI AP,
USW00022536,21.9806,-159.3386,32.0,HI,LIHUE WSO AP 1020.1,GSN
USW00022551,21.3056,-158.0658,3.0,HI,EWA KALAELOA AP,
USW00023007,34.4275,-100.2839,594.1,TX,CHILDRESS MUNI AP,
USW00023020,37.05,-100.9667,875.7,KS,LIBERAL MUNI AP,
USW00023040,31.78,-103.2017,858.3,TX,WINK FAA AP,
USW00023043,33.4,-104.5333,1106.1,NM,ROSWELL MUNI AP,
USW00023044,31.8122,-106.3775,1202.1,TX,EL PASO INTL AP,GSN
USW00023045,31.9333,-108.9833,1254.9,NM,RODEO CAA AP,
USW00023046,33.2333,-107.0167,1478.0,NM,ENGLE CAA AP,
USW00023048,35.1806,-103.6014,1230.8,NM,TUCUMCARI MUNI AP,
USW00023049,35.6108,-106.0958,1916.3,NM,SANTA FE CO MUNI AP,
USW00023050,35.0419,-106.6156,1618.5,NM,ALBUQUERQUE INTL AP,GSN
USW00023052,36.7417,-104.5078,1936.4,NM,RATON MUNI CREWS FLD AP,
USW00023053,35.5333,-100.9667,985.1,TX,PAMPA WB AP,
USW00023054,35.6558,-105.1386,2094.0,NM,LAS VEGAS MUNI AP,
USW00023056,35.0833,-106.0167,1900.1,NM,OTTO FAA AP,
USW00023057,35.05,-107.7167,2007.1,NM,ACOMITA CAA AP,
USW00023059,31.75,-105.0833,1132.9,TX,SALT FLAT CAA AP,
USW00023060,35.0167,-108.4,2171.1,NM,EL MORRO CAA AP,
USW00023063,39.65,-106.9167,1980.3,CO,EAGLE FAA AP,
USW00023064,37.9219,-100.7242,877.2,KS,GARDEN CITY RGNL AP,
USW00023067,38.0494,-103.5133,1278.6,CO,LA JUNTA MUNI AP,
USW00023070,37.2622,-104.3319,1749.2,CO,TRINIDAD AP,
USW00023077,34.4333,-103.0833,1285.0,NM,CLOVIS MUNICIPAL AP,
USW00023078,32.2592,-107.7206,1311.6,NM,DEMING MUNI AP,
USW00023081,35.5086,-108.7931,1970.2,NM,GALLUP MUNI AP,
USW00023091,30.9119,-102.9172,917.8,TX,FT STOCKTON PECOS CO AP,
USW00023129,33.8117,-118.1472,10.4,CA,LONG BEACH DAUGHERTY AP,
USW00023130,34.2122,-118.4914,239.3,CA,VAN NUYS AP,
USW00023131,34.5833,-117.3833,869.0,CA,VICTORVILLE SO CA AP,
USW00023136,34.2114,-119.0875,21.6,CA,CAMARILLO AP,
USW00023152,34.1997,-118.3656,222.8,CA,BURBANK GLENDALE PASADENA AP,
USW00023153,38.0506,-117.0906,1645.6,NV,TONOPAH AP,
USW00023154,39.2953,-114.8467,1905.0,NV,ELY AP,GSN
USW00023155,35.4342,-119.0553,149.4,CA,BAKERSFIELD AP,
USW00023157,37.3711,-118.3589,1252.7,CA,BISHOP AP,
USW00023159,37.7014,-112.1489,2309.8,UT,BRYCE CANYON AP,
USW00023160,32.1317,-110.9564,777.5,AZ,TUCSON INTL AP,
USW00023161,34.8536,-116.7869,584.9,CA,BARSTOW-DAGGETT AP,
USW00023169,36.0719,-115.1633,662.9,NV,MCCARRAN INTL AP,GSN
USW00023173,36.2333,-115.0333,573.9,NV,LAS VEGAS WB AP,
USW00023174,33.9381,-118.3867,29.6,CA,LOS ANGELES INTL AP,
USW00023176,38.4225,-113.0108,1533.4,UT,MILFORD MUNI AP,
USW00023178,32.8667,-116.4167,1893.1,CA,MT LAGUNA CAA AP,
USW00023179,34.7678,-114.6183,270.7,CA,NEEDLES AP,
USW00023180,34.4,-118.55,370.0,CA,NEWHALL AP,
USW00023181,33.2333,-117.4167,7.9,CA,OCEANSIDE CAA AP,
USW00023182,34.6294,-118.0831,764.7,CA,PALMDALE AP,
USW00023183,33.4278,-112.0036,339.2,AZ,PHOENIX AP,GSN
USW00023185,39.5078,-119.7683,1342.6,NV,RENO AP,
USW00023186,37.1,-113.6,894.9,UT,ST GEORGE MUNI AP,
USW00023188,32.7336,-117.1831,4.6,CA,SAN DIEGO INTL AP,GSN
USW00023190,34.4242,-119.8425,2.4,CA,SANTA BARBARA MUNI AP,
USW00023191,33.4042,-118.4144,477.0,CA,AVALON CATALINA AP,
USW00023192,35.3333,-116.0833,281.0,CA,SILVER LAKE CAA AP,
USW00023194,35.0281,-110.7219,1489.3,AZ,WINSLOW AP,
USW00023195,32.6667,-114.6,62.8,AZ,YUMA WSO AP,
USW00023213,38.5036,-122.8111,36.3,CA,SANTA ROSA SONOMA CO AP,
USW00023225,39.2761,-120.7092,1611.2,CA,BLUE CANYON NYACK AP,
USW00023230,37.7178,-122.2331,1.5,CA,OAKLAND INTL AP,
USW00023232,38.5067,-121.4961,5.8,CA,SACRAMENTO AP ASOS,
USW00023233,36.6636,-121.6092,22.3,CA,SALINAS AP,
USW00023234,37.6197,-122.3656,3.0,CA,SAN FRANCISCO INTL AP,
USW00023237,37.89,-121.2264,8.2,CA,STOCKTON AP,
USW00023238,39.1,-122.15,39.0,CA,WILLIAMS CAA AP,
USW00023243,34.6667,-120.4667,26.8,CA,LOMPOC AP,
USW00023257,37.2858,-120.5178,46.3,CA,MERCED MUNI AP,
USW00023258,37.6256,-120.955,26.5,CA,MODESTO AP,
USW00023259,36.5903,-121.8489,48.8,CA,MONTEREY PENINSUL AP,
USW00023273,34.8942,-120.4522,74.1,CA,SANTA MARIA PUBLIC AP,
USW00023275,39.1278,-123.2003,183.8,CA,UKIAH MUNI AP,
USW00023277,36.9394,-121.79,49.4,CA,WATSONVILLE MUNI AP,
USW00023285,37.6931,-121.815,119.8,CA,LIVERMORE MUNI AP,
USW00024013,48.2519,-101.2689,505.1,ND,MINOT INTL AP,
USW00024015,40.1744,-103.2147,1428.0,CO,AKRON WASHINGTON CO AP,
USW00024017,42.8372,-103.0981,1003.1,NE,CHADRON MUNI AP,
USW00024019,42.75,-105.3667,1487.1,WY,DOUGLAS CAA AP,
USW00024021,42.8153,-108.7261,1698.3,WY,LANDER AP,GSN
USW00024022,41.3164,-105.6728,2216.8,WY,LARAMIE AP,
USW00024023,41.1219,-100.6689,841.9,NE,N PLATTE RGNL AP,GSN
USW00024024,44.0511,-101.6014,672.7,SD,PHILIP AP,
USW00024025,44.3819,-100.2864,524.0,SD,PIERRE RGNL AP,
USW00024027,41.5947,-109.0528,2059.8,WY,ROCK SPRINGS AP,
USW00024028,41.8747,-103.6011,1206.1,NE,SCOTTSBLUFF W B HEILIG FLD AP,
USW00024029,44.7603,-106.9742,1210.4,WY,SHERIDAN AP,GSN
USW00024030,41.0992,-102.9864,1307.0,NE,SIDNEY MUNI AP,
USW00024031,41.8,-107.05,2000.1,WY,SINCLAIR CAA AP,
USW00024032,42.8586,-100.5514,791.0,NE,VALENTINE MILLER FLD AP,
USW00024033,45.8072,-108.5461,1094.2,MT,BILLINGS INTL AP,
USW00024036,47.0544,-109.4567,1257.3,MT,LEWISTOWN AP,
USW00024037,46.4264,-105.8833,800.1,MT,MILES CITY AP,
USW00024044,42.0572,-102.8017,1196.3,NE,ALLIANCE MUNI AP ASOS,
USW00024045,44.5167,-109.0167,1553.9,WY,CODY MUNICIPAL AP,
USW00024046,40.4931,-107.5239,1884.9,CO,CRAIG MOFFAT CO AP,
USW00024048,44.5172,-108.0753,1190.2,WY,GREYBULL S BIG HORN CO AP,
USW00024051,40.4356,-104.6319,1431.6,CO,GREELEY WELD CO AP,
USW00024057,41.8064,-107.1953,2063.2,WY,RAWLINS AP,
USW00024062,43.9653,-107.9503,1278.6,WY,WORLAND MUNI AP,
USW00024089,42.8978,-106.4736,1621.2,WY,CASPER-NATRONA CO AP,
USW00024090,44.0458,-103.0545,963.8,SD,RAPID CITY RGNL AP,
USW00024091,40.5106,-101.6244,996.4,NE,IMPERIAL MUNI AP,
USW00024110,47.1931,-119.3147,356.3,WA,MOSES LAKE GRANT CO AP,
USW00024118,41.4,-110.4167,2140.9,WY,FT BRIDGER AP,
USW00024121,40.8239,-115.7864,1540.5,NV,ELKO RGNL AP,
USW00024122,40.35,-112.05,1513.9,UT,FAIRFIELD CAA AP,
USW00024126,41.1942,-112.0169,1356.1,UT,OGDEN HINKLEY AP,
USW00024127,40.7706,-111.965,1288.4,UT,SALT LAKE CITY INTL AP,
USW00024128,40.9017,-117.8081,1310.6,NV,WINNEMUCCA AP,GSN
USW00024130,44.8431,-117.81,1025.0,OR,BAKER CITY AP,
USW00024132,45.7875,-111.1614,1350.6,MT,BOZEMAN GALLATIN FLD AP,
USW00024133,42.5453,-113.7686,1262.8,ID,BURLEY MUNI AP,
USW00024135,45.9644,-112.5014,1677.9,MT,BUTTE BERT MOONEY AP,
USW00024136,47.7667,-116.8167,703.2,ID,COEUR D ALENE AP,
USW00024137,48.6036,-112.3767,1172.0,MT,CUT BANK AP,
USW00024138,45.2583,-112.5545,1584.7,MT,DILLON AP,
USW00024141,47.3078,-119.5156,382.2,WA,EPHRATA AP,
USW00024143,47.4733,-111.3828,1117.7,MT,GREAT FALLS AP,
USW00024144,46.6044,-111.9892,1178.1,MT,HELENA AP ASOS,GSN
USW00024145,43.5206,-112.0675,1442.6,ID,IDAHO FALLS FAA AP,
USW00024148,45.2833,-118.0,826.9,OR,LA GRANDE MUNI AP,
USW00024149,46.3744,-117.0153,435.9,ID,LEWISTON AP,
USW00024150,45.6983,-110.4417,1415.8,MT,LIVINGSTON AP,
USW00024153,46.9208,-114.0939,973.8,MT,MISSOULA INTL AP,
USW00024156,42.9197,-112.5722,1356.7,ID,POCATELLO RGNL AP,GSN
USW00024157,47.6217,-117.5281,717.8,WA,SPOKANE INTL AP,
USW00024160,46.0944,-118.2858,356.6,WA,WALLA WALLA RGNL AP,
USW00024163,46.2694,-119.1181,121.9,WA,PASCO TRI CITIES AP,
USW00024164,42.5781,-110.1097,2118.1,WY,BIG PINEY MARBLETON AP,
USW00024166,43.6,-110.7333,1956.5,WY,JACKSON HOLE AP,
USW00024172,40.0683,-118.5703,1189.6,NV,LOVELOCK DERBY FLD AP,
USW00024193,40.7206,-114.0358,1291.4,UT,WENDOVER AP AWOS,
USW00024214,41.7333,-122.55,767.8,CA,MONTAGUE YREKA MUNI AP,
USW00024216,40.1519,-122.2547,107.9,CA,RED BLUFF MUNI AP,
USW00024217,48.7992,-122.5406,45.7,WA,BELLINGHAM INTL AP,
USW00024219,45.6189,-121.1658,71.3,WA,DALLESPORT AP,
USW00024222,47.9233,-122.2831,167.0,WA,EVERETT SNOHOMISH CO AP,
USW00024223,46.1333,-122.9,4.9,WA,KELSO WB AP,
USW00024224,42.1667,-121.7333,1244.8,OR,KLAMATH FALLS AP,
USW00024225,42.375,-122.8769,400.2,OR,MEDFORD INTL AP,
USW00024227,46.9736,-122.905,61.0,WA,OLYMPIA AP,GSN
USW00024228,48.1333,-123.4,4.9,WA,PORT ANGELES WB AP,
USW00024229,45.5958,-122.6092,6.7,OR,PORTLAND INTL AP,
USW00024230,44.2558,-121.1408,929.3,OR,REDMOND AP,
USW00024231,43.2336,-123.3578,153.0,OR,ROSEBURG RGNL AP,
USW00024232,44.905,-123.0011,63.4,OR,SALEM AP (MCNARY FIELD),
USW00024233,47.4447,-122.3144,112.5,WA,SEATTLE TACOMA AP,
USW00024241,46.4833,-122.8167,115.5,WA,TOLEDO FAA AP,
USW00024242,45.5511,-122.4097,7.6,OR,PORTLAND TROUTDALE AP,
USW00024243,46.5639,-120.535,321.0,WA,YAKIMA AP,
USW00024257,40.5147,-122.2978,152.7,CA,REDDING AP,
USW00024259,41.7736,-122.4683,806.2,CA,MONTAGUE SISKIYOU AP,
USW00024283,40.9783,-124.1047,64.3,CA,ARCATA EUREKA AP,
USW00024284,43.4133,-124.2436,5.2,OR,N BEND SW OREGON RGNL AP,
USW00024286,41.7836,-124.2381,17.1,CA,CRESCENT CITY MCNAMARA AP,
USW00025308,55.0389,-131.5786,33.2,AK,ANNETTE AP,GSN
USW00025309,58.3539,-134.5561,5.8,AK,JUNEAU AP,
USW00025323,59.2428,-135.5114,6.4,AK,HAINES AP,
USW00025325,55.3586,-131.7219,25.6,AK,KETCHIKAN AP,
USW00025331,61.595,-149.0917,71.0,AK,PALMER AP,
USW00025333,57.0475,-135.3669,6.1,AK,SITKA AP,
USW00025335,59.4539,-135.3278,7.3,AK,SKAGWAY AP,
USW00025339,59.5122,-139.6711,12.5,AK,YAKUTAT AP,GSN
USW00025367,55.5819,-133.0747,20.7,AK,KLAWOCK AP,
USW00025501,57.7508,-152.4881,4.9,AK,KODIAK AP,
USW00025506,59.7492,-154.9089,46.3,AK,ILIAMNA AP,
USW00025507,59.6419,-151.4911,19.2,AK,HOMER AP,GSN
USW00025516,59.4458,-151.7067,8.5,AK,SELDOVIA AP,
USW00025519,58.1853,-157.3856,28.0,AK,EGEGIK AP,
USW00025624,55.2206,-162.7322,21.9,AK,COLD BAY AP,GSN
USW00025628,56.5747,-169.6628,32.0,AK,ST GEORGE IS AP,
USW00025704,51.8833,-176.65,5.2,AK,ADAK AP,
USW00025713,57.155,-170.2228,7.9,AK,SAINT PAUL IS AP,GSN
USW00026410,60.4861,-145.4444,14.6,AK,CORDOVA AP,
USW00026411,64.8031,-147.8761,131.1,AK,FAIRBANKS INTL AP,GSN
USW00026412,62.9614,-141.9383,523.0,AK,NORTHWAY AP,
USW00026414,63.3333,-149.1333,734.9,AK,SUMMIT WSO AP,
USW00026415,63.9931,-145.7214,388.0,AK,BIG DELTA AP,
USW00026422,64.7761,-141.1636,277.4,AK,EAGLE AP,
USW00026425,62.1592,-145.4589,481.0,AK,GULKANA AP,
USW00026435,64.5472,-149.0872,110.0,AK,NENANA MUNI AP,
USW00026438,60.1292,-149.4186,4.3,AK,SEWARD AP,
USW00026439,61.8,-147.6833,694.9,AK,SHEEP MTN CAA AP,
USW00026445,60.0833,-142.5,8.2,AK,YAKATAGA AP,
USW00026451,61.1692,-150.0278,38.1,AK,ANCHORAGE TED STEVENS INTL AP,
USW00026501,64.7367,-156.9344,46.6,AK,GALENA AP,
USW00026502,64.3208,-158.7325,52.7,AK,KALTAG AP,
USW00026509,64.7167,-156.9,38.1,AK,GALENA AP,
USW00026510,62.9575,-155.61,100.9,AK,MCGRATH AP,GSN
USW00026516,61.5833,-159.5333,26.2,AK,ANIAK AP,
USW00026519,62.5167,-153.8833,458.1,AK,FAREWELL FAA AP,
USW00026523,60.5792,-151.2414,30.2,AK,KENAI AP,
USW00026528,62.3197,-150.0975,106.7,AK,TALKEETNA AP,GSN
USW00026529,65.173,-152.1067,68.6,AK,TANANA AP,
USW00026533,66.9178,-151.5189,196.6,AK,BETTLES AP,
USW00026615,60.785,-161.8294,32.6,AK,BETHEL AP,GSN
USW00026616,66.8856,-162.6067,3.4,AK,KOTZEBUE AP,GSN
USW00026617,64.5111,-165.44,5.5,AK,NOME AP,GSN
USW00026620,64.7,-162.05,6.1,AK,MOSES POINT FAA AP,
USW00026628,64.5506,-163.0072,7.6,AK,GOLOVIN AP,
USW00026635,62.0953,-163.6819,102.7,AK,MTN VILLAGE AP,
USW00026642,67.7306,-164.5478,5.8,AK,KIVALINA AP,
USW00026643,66.0694,-162.7614,5.5,AK,DEERING AP,
USW00026644,62.65,-160.1833,26.8,AK,ANVIK AP,
USW00026653,60.5414,-165.0872,18.0,AK,TOKSOOK BAY AP,
USW00027401,70.1333,-143.6333,11.9,AK,BARTER ISLAND WSO AP,GSN
USW00027502,71.2869,-156.7394,8.2,AK,BARROW AP,GSN
USW00027503,70.6367,-160.0131,12.5,AK,WAINWRIGHT AP,
USW00027515,70.2125,-150.9944,11.3,AK,NUIQSUT AP,
USW00053119,36.3114,-119.6231,75.9,CA,HANFORD MUNI AP,
USW00053120,33.0381,-116.9161,422.1,CA,RAMONA AP,
USW00053121,33.2194,-117.3497,9.1,CA,OCEANSIDE MUNI AP,
USW00053127,35.9761,-115.1325,749.2,NV,LAS VEGAS HENDERSON AP,
USW00053175,33.8978,-117.6025,162.5,CA,CORONA MUNICIPAL AP,
USW00053802,39.4744,-88.2722,216.4,IL,MATTOON CHARLESTON COLES CO AP,
USW00053803,37.75,-87.1667,122.8,KY,OWENSBORO DAVIESS CO RGNL AP,
USW00053808,31.4667,-89.3333,89.3,MS,LAUREL HATTIESBURG RGNL AP,
USW00053838,34.2722,-83.8306,386.5,GA,GAINESVILLE LEE GILMER MEM AP,
USW00053841,38.1847,-84.9039,236.8,KY,FRANKFORT CAPITAL CITY AP,
USW00053842,39.8247,-86.2958,247.5,IN,INDIANAPOLIS EAGLE CREEK AP,
USW00053843,31.3061,-86.3903,97.5,AL,ANDALUSIA OPP AP,
USW00053844,39.7572,-82.6633,258.8,OH,LANCASTER FAIRFIELD CO AP,
USW00053850,34.6722,-82.8814,271.0,SC,CLEMSON OCONEE CO AP,
USW00053853,30.3933,-86.4675,5.5,FL,DESTIN FT WALTON BEACH AP,
USW00053854,33.4639,-80.8533,59.1,SC,ORANGEBURG MUNI AP,
USW00053855,39.3611,-84.5206,184.7,OH,HAMILTON BUTLER CO RGNL AP,
USW00053858,30.4631,-88.5317,2.7,MS,PASCAGOULA LOTT INTL AP,
USW00053859,39.5917,-84.2264,290.5,OH,DAYTON WRIGHT BROTHERS AP,
USW00053860,30.3369,-81.5128,11.9,FL,JACKSONVILLE CRAIG MUNI AP,
USW00053862,30.0719,-83.5736,13.7,FL,PERRY FOLEY AP,
USW00053863,33.8783,-84.2981,298.4,GA,ATLANTA DEKALB PEACHTREE AP,
USW00053864,33.1783,-86.7817,172.5,AL,ALABASTER SHELBY CO AP ASOS,
USW00053865,30.3436,-89.8225,7.6,LA,SLIDELL AP,
USW00053866,39.5856,-85.7997,244.4,IN,SHELBYVILLE MUNI AP,
USW00053867,33.9719,-80.9939,54.9,SC,COLUMBIA OWENS DWTN AP,
USW00053869,35.9378,-89.8331,77.7,AR,BLYTHEVILLE MUNI AP,
USW00053870,35.1967,-81.1556,241.4,NC,GASTONIA MUNI AP,
USW00053871,34.9836,-81.0561,197.5,SC,ROCK HILL YORK CO AP,
USW00053872,35.0147,-80.6242,204.5,NC,MONROE AP,
USW00053873,34.1158,-84.8508,230.1,GA,CARTERSVILLE AP,
USW00053874,34.2539,-82.1528,188.1,SC,GREENWOOD CO AP,
USW00053879,38.9578,-94.3711,304.8,MO,LEES SUMMIT MUNI AP,
USW00053901,36.8792,-91.9053,373.7,MO,W PLAINS MUNI AP,
USW00053902,30.3611,-95.4175,69.5,TX,CONROE MONTGOMERY CO AP,
USW00053903,30.7444,-95.5867,105.5,TX,HUNTSVILLE MUNI AP,
USW00053904,38.9306,-90.4328,131.7,MO,ST CHARLES CO AP,
USW00053905,32.5397,-93.7461,52.1,LA,SHREVEPORT DWTN AP,
USW00053907,32.6583,-97.095,179.8,TX,ARLINGTON MUNI AP,
USW00053908,36.0425,-95.9903,189.0,OK,TULSA RICHARD L JONES JR AP,
USW00053909,32.9944,-97.3203,215.5,TX,FT WORTH ALLIANCE AP,
USW00053910,30.0681,-95.5564,46.6,TX,HOUSTON HOOKS MEM AP,
USW00053911,32.7131,-96.2689,143.0,TX,TERRELL MUNI AP,
USW00053913,35.8517,-97.4142,324.6,OK,GUTHRIE MUNI AP,
USW00053914,33.1828,-96.59,173.4,TX,MCKINNEY MUNI AP,
USW00053915,30.0292,-91.8844,4.9,LA,NEW IBERIA AP - ACADIANA RGNL,
USW00053917,30.0494,-90.0289,0.9,LA,NEW ORLEANS LAKEFRONT AP,
USW00053918,36.3706,-92.4719,281.0,AR,MTN HOME BAXTER CO RGNL AP,
USW00053919,33.6361,-91.7556,85.0,AR,MONTICELLO MUNI AP,
USW00053920,35.2572,-93.095,115.5,AR,RUSSELLVILLE MUNI AP,
USW00053925,34.0481,-94.4017,106.7,AR,DE QUEEN SEVIER CO AP,
USW00053928,30.2189,-96.3742,93.9,TX,BRENHAM MUNI AP,
USW00053931,38.0964,-92.5531,264.9,MO,KAISER AP,
USW00053934,35.7261,-91.6472,141.1,AR,BATESVILLE RGNL AP,
USW00053942,30.6792,-97.6794,239.9,TX,GEORGETOWN MUNI AP,
USW00053948,31.5778,-94.7094,108.2,TX,NACOGDOCHES MANGHAM AP,
USW00053952,31.4847,-97.3164,180.4,TX,WACO MCGREGOR EXEC AP,
USW00053955,36.1906,-94.4908,363.6,AR,SILOAM SPRINGS AP,
USW00053959,35.14,-90.2358,63.7,AR,W MEMPHIS MUNI AP,
USW00053964,33.2544,-97.5806,319.1,TX,DECATUR MUNI AP,
USW00053965,33.11,-98.5553,342.3,TX,GRAHAM MUNI AP,
USW00053966,32.4561,-96.9125,228.3,TX,MID WAY RGNL AP,
USW00053967,33.7142,-96.6736,228.3,TX,GRAYSON CO AP,
USW00053970,32.7469,-96.5306,136.2,TX,MESQUITE METRO AP,
USW00053972,32.0836,-97.0972,208.8,TX,HILLSBORO MUNI AP,
USW00053973,30.8719,-96.6222,86.9,TX,HEARNE MUNI AP,
USW00053975,32.5792,-96.7192,152.7,TX,LANCASTER AP,
USW00053976,33.1753,-97.8283,259.4,TX,BRIDGEPORT MUNI AP,
USW00053977,32.4444,-97.8169,237.1,TX,GRANBURY MUNI AP,
USW00053979,30.1692,-96.98,147.8,TX,GIDDINGS LEE CO AP,
USW00053981,32.3539,-97.4339,260.3,TX,CLEBURNE MUNI AP,
USW00053983,30.7836,-98.6619,335.9,TX,LLANO MUNI AP,
USW00053984,32.6986,-97.0467,179.5,TX,GRAND PRAIRIE MUNI AP,
USW00053985,35.2119,-91.7369,80.5,AR,SEARCY MUNI AP,
USW00053996,34.5453,-94.2025,328.9,AR,MENA INTERMOUNTAIN AP,
USW00053997,31.9167,-98.6003,423.1,TX,COMANCHE CO CITY AP,
USW00054704,42.1911,-71.1733,13.1,MA,NORWOOD MEM AP,
USW00054733,42.5842,-70.9153,27.7,MA,BEVERLY MUNI AP,
USW00054734,41.3722,-73.4833,138.1,CT,DANBURY MUNI AP,
USW00054737,40.1206,-76.2944,121.0,PA,LANCASTER AP,
USW00054740,43.3422,-72.5214,173.1,VT,SPRINGFIELD HARTNESS STATE AP,
USW00054743,40.8764,-74.2828,52.1,NJ,CALDWELL ESSEX CO AP,
USW00054756,42.57,-72.2869,165.8,MA,ORANGE MUNI AP,
USW00054757,42.1078,-77.9842,637.6,NY,WELLSVILLE MUNI AP,
